video,caption
B0920.25,A small animal is seen walking on the ground in the video.
B0999.14,A group of elephants are seen walking through a rocky terrain.
B1003.38,A group of birds are seen flying over a rocky cliff.
B0885.5,A bird is seen flying over a forest in the video.
B0493.4,A dog is seen walking through a field of tall grass.
B0764.1,A small animal is seen climbing up a tree in the video.
B0418.5,A white spider is seen crawling on a rock in the video.
B0786.51,A lion is seen walking through the grass in the video.
B0289.7,A group of animals are seen walking in the desert.
B0690.44,A gorilla is seen walking through the forest and climbing up a tree.
B0793.27,A bird is seen perched on a branch in the video.
B0682.55,A deer is seen walking through the woods in the video.
B0688.60,A lion is seen walking through the trees in the video.
B0086.9,A group of deer are seen grazing in the woods.
B0192.6,A cow is seen walking in the mud in the video.
B0358.1,A dog is seen walking on a dirt road and looking at something on the ground.
B0902.28,A dog is seen walking on a rocky terrain.
B0939.23,A group of birds are seen flying over a rocky area.
B0038.4,A gorilla is seen walking through the woods in the video.
B1049.10,A dog is seen walking through a forest and looking at the camera.
B0810.49,A bird is seen perched on a branch in the video.
B0756.2,A monkey is seen climbing up a tree in the video.
B0783.39,A bird is seen perched on a tree branch in the video.
B0396.7,A deer is seen walking through the woods in the video.
B0849.30,A dog is seen walking through a field of rocks and dirt.
B0802.32,A snake is seen slithering through the grass in the video.
B0373.7,A bear is seen walking through a forest and climbing up a rock.
B0921.20,A mountain goat is seen climbing up a rocky cliff in the video.
B0773.57,A squirrel is seen climbing up a tree in the video.
B0783.54,A baboon is seen sitting on a tree branch in the video.
B0953.11,A group of deer are seen grazing on the side of a mountain.
B0860.21,A cow is seen grazing on the grass in the video.
B0795.37,A gorilla is seen standing in the grass with its arms outstretched.
B0230.2,A group of animals are seen walking through a field.
B0085.13,A bear is seen walking through the woods in the video.
B0686.59,A deer is seen walking through the woods in the video.
B0031.12,A dog is seen walking through a field of grass.
B0998.34,A small animal is seen walking on a rock wall in the video.
B0689.13,A baboon is seen walking through the grass in the video.
B0660.18,A giraffe is seen walking through a forest with trees and bushes.
B0409.5,A small animal is seen walking on the ground in the video.
B0952.19,A dog is seen running through the woods in the video.
B0369.7,A small green lizard is seen crawling on a rock in the video.
B0507.6,A monkey is seen climbing up a tree in the video.
B0850.33,A group of elephants are seen walking through a river in the video.
B0659.31,A squirrel is seen walking on the ground in the woods.
B0287.14,A herd of elephants are seen walking through a desert landscape.
B0242.1,A small animal is seen walking through the desert in the video.
B0653.20,A squirrel is seen running across a forest floor.
B0944.18,A bird is seen flying over a rocky cliff in the video.
B0518.6,A bird is seen walking in the grass in the video.
B0619.4,A bird is seen flying over a rocky cliff in the video.
B0832.10,A bear is seen walking through the woods in the video.
B0671.41,A deer is seen walking through the woods in the video.
B0661.6,A bear is seen walking through the woods in the video.
B0656.26,A black bear is seen walking through the woods in the video.
B0278.10,A group of camels are seen walking in the desert.
B0787.15,A deer is seen walking through the woods in the video.
B0694.26,A giraffe is seen walking through a forest with trees and bushes.
B0312.7,A small animal is seen walking in the desert and then disappears from view.
B0640.58,A large brown bear is seen walking through the woods.
B0617.9,A lizard is seen climbing up a rock in the video.
B0480.6,A dog is seen walking through a field of dry grass.
B0925.18,A deer is seen walking through the grass in the video.
B1037.2,A bird is seen flying over a rocky cliff in the video.
B0775.10,A black bear is seen walking through the woods in the video.
B0577.6,A small lizard is seen climbing up a rock in the video.
B0962.21,A baboon is seen walking on the ground in the video.
B0220.5,A group of birds are seen flying over a desert landscape.
B0960.8,A small green plant is seen growing on a rock in the video.
B0737.1,A bear is seen climbing up a tree in the video.
B0809.47,A giraffe is seen walking through a forest with trees and bushes.
B0319.4,A small animal is seen walking across a desert landscape.
B0995.47,A dog is seen walking on a rock in the video.
B0850.32,A dog is seen walking through the water and rocks.
B0200.9,A dog is seen walking through the grass in the video.
B0640.31,A dog is seen walking through the grass in the video.
B0684.36,A deer is seen walking through the woods in the video.
B0468.6,A bird is seen flying over a rocky terrain in the video.
B0466.9,A small animal is seen walking across the ground in the video.
B0663.55,A lion is seen walking through a field of trees and bushes.
B0994.48,A group of birds are seen sitting on a rock in the video.
B0347.2,A herd of elephants are seen walking through a field.
B0027.4,A black bear is seen walking through the woods in the video.
B0205.2,A small animal is seen walking through the brush in the video.
B0406.12,A small animal is seen walking through the grass in the video.
B1054.3,A white bird is seen flying over a rocky area.
B0010.2,A group of ducks are swimming in the water.
B0589.2,A dog is seen walking on the ground in the video.
B0745.14,A deer is seen walking through the woods in the video.
B1043.24,A deer is seen walking through the woods in the video.
B0242.6,A group of birds are seen flying over a desert landscape.
B0578.2,A small animal is seen climbing up a rock face in the video.
B0769.57,A lizard is seen crawling on a tree branch in the video.
B0714.15,A deer is seen walking through the woods in the video.
B0765.62,A baboon is seen standing on a tree branch in the wild.
B0940.7,A mountain goat is seen walking on a rocky cliff.
B1056.21,A dog is seen running in the dark.
B0020.11,A group of ducks are seen swimming in a river.
B0209.6,A bird is seen walking on the ground in the video.
B0065.7,A monkey is seen eating a banana in the video.
B0687.55,A deer is seen walking through the woods in the video.
B0682.24,A bear is seen walking through the woods in the video.
B0747.22,A deer is seen walking through the woods in the video.
B0714.11,A deer is seen walking through the woods in the video.
B0106.4,A baboon is seen sitting in the grass and looking at the camera.
B0834.13,A bear is seen walking on a rock in the video.
B1052.41,A dog is seen walking on a rock in the video.
B0250.2,A group of animals are seen walking in the desert.
B0619.10,A bird is seen flying over a rocky cliff in the video.
B0040.7,A baboon is seen sitting on the ground in a grassy area.
B0770.35,A lion is seen sitting in the grass and looking off into the distance.
B0595.3,A dog is seen walking on a rock in the video.
B0938.24,A group of deer are seen grazing in a field.
B0896.10,A deer is seen walking through the woods in the video.
B0746.22,A kangaroo is seen climbing up a tree in the video.
B0730.35,A lion is seen walking through the grass in the video.
B0526.4,A small animal is seen walking on the ground in the video.
B0695.49,A deer is seen walking through the woods in the video.
B1025.49,A dog is seen running through the woods in the video.
B0900.22,A large bear is seen walking through the woods in the video.
B0064.10,A deer is seen walking through the grass in the video.
B0978.7,A dog is seen running through the woods in the video.
B0662.53,A bear is seen walking through the woods in the video.
B0419.5,A bird is seen flying over a forest in the video.
B0862.8,A group of animals are seen swimming in the water.
