video,caption
wiKf1k8csHk,An elephant is seen walking along a stone wall and eating leaves from a tree.
XfdZ3WEqhQs_2,A brown bear is seen walking through the water and climbing up a waterfall.
7HvFMCtPdcU,A monkey is seen climbing up a wooden structure in a forest.
rynhdqmbJOk,A tiger is seen walking around a room and then laying down on the floor.
EqGj1j7CKVY,A dog is seen licking a shoe in the video.
1PzhvIm4_mw_2,"A cow and a calf are standing in a barn, and the calf is looking at the camera."
VkPcBDrMDgw,A baby animal is seen in a cage with its mother and siblings.
Wfsv453oa_A,A koala is seen sleeping on a tree branch in the video.
CdL9xLRVdj0,A herd of zebras are seen grazing in a field.
BF0bymdQtq8,A giraffe is seen drinking water from a stream.
HsO8cCMu_SQ,A black and white cat is seen looking out of a cage.
2oIZfoQ-hQI,A monkey is seen eating leaves from the ground in the video.
zbTYrDOXTus,A group of bears are seen walking along a river bank.
lqiwtO6JaTE,A dog is seen running through a field and chasing a small animal.
gM9OpbPaMvc,A baby goat is seen running behind a larger goat in a field.
iWhGvGQ6Shc,A bulldog is seen sleeping on a couch and then wakes up and looks at the camera.
gRw7g4vEj4M,"The video shows a wolf and its family in a forest, with the mother wolf taking care of her cubs."
PmxsXqvK7Vs_2,A deer is seen walking through the woods and then running.
t3tNY8yzXuw,A group of seals are swimming in the ocean and one of them is seen swimming alone.
--gGhYBVwMs,A black bear is seen walking through a field of tall grass.
x94l9ldCPqs,A koala is seen sleeping on a tree branch in the video.
DTVN9t4xbDo,A deer is seen running through a field and then jumping into a stream of water.
-KH8vu0TLLs_4,A panda is seen climbing up a wall while another panda is seen walking on the floor.
Imdahnb7QyE,Two wild boars are seen drinking water from a stream.
3a12YdgBovo,A group of raccoons are seen climbing up a fence.
SiY4-mpKKaM_2,A giraffe is seen drinking water from a pond and then walking away.
TEyuuFBdHnA,A mother gazelle and her baby are seen in the wild.
5hJbUGm5_Kk,A zebra is seen standing in a field of tall grass.
1zQCMc29gN8,A horse is seen grazing in a field while two other horses are in the background.
rct-PI-KpSA,A white horse is seen grazing on the grass in a field.
c85bFr0P7pU,A dog jumps on a table and then jumps off.
-Gc65Qj4Gzg,A deer is seen walking through the woods in the video.
7Vy8DqONCo4,A cheetah is seen lying down in a field and then getting up and walking away.
MUMb5xmP3dQ,A snow leopard is seen sleeping on a wooden surface.
FWL5AnhiK4A,The video shows a woman talking to the camera while pigs are shown in the background.
UrxzJ93jJ60,A dog is seen sleeping on a red couch in the video.
19UMTCGr8xw,A whale is seen breaching the water in the video.
8bqWmgwpoP8_2,A gorilla is seen walking around a wooden structure in a zoo.
q6j0eCnN4sA_2,A cow is seen eating grass in a field.
r5THb_Uz2Ds,Two kangaroos are seen fighting on a beach while a third one watches.
HxQMNSed5oM,A moose is seen walking down a street and then running down the road.
XhOlppTIgSE,A large black bear is seen walking on a porch in the video.
FM7CYraV_LI,A cat is seen walking across a wooden floor in a room.
XqosM-Ty-pc,A horse is seen grazing in a field of tall grass.
DGtUs1unZ9w_3,A group of seals are seen swimming in the ocean and playing with each other.
E243Pnj0Fqk_1,A small animal is seen walking across the ground in the video.
ADZ5mJaCfPY,A person is seen feeding a llama with a bag of food.
_gchs5TbQ1I,A baboon is seen standing on a rock and looking around.
y0sxz6naygU,A panda is seen climbing up a tree in the video.
HsxFpgdQ02c,A sheep is seen grazing in a field with other sheep in the background.
u4-ACbHc0sU,A white dog is seen walking and then laying down in a yard.
svf5BWBzU_g,"A meerkat is seen standing on a mound of dirt and sand, looking around."
RrYpT9u4weI_2,Two raccoons are seen playing with a ball in a garden.
wxA2Avc-oj4_1,A gorilla is seen walking through the jungle and climbing trees.
1_3uBPB-7bU,"The video shows pigs in a pen, with one pig eating and the others walking around."
UNf_30kiADs,A leopard is seen drinking water from a pond while a lion watches.
2yHEem8As90_2,A llama is seen grazing in a field with trees and other animals.
7WNxiY3cjTg,A dog is seen playing with a toy on a porch.
zIKYXF6bI3Q_2,A tiger is seen laying down on the ground and looking at something.
3N9e0adqtIA,A cow is seen standing in front of a brick wall and looking at the camera.
uus5V_TFORs,A mother cow and her calf are seen grazing in a field.
p0qTYAHCG1o,A giraffe is seen walking through a desert and then standing in the water.
nBqbg6dOtTM_2,A bat is seen hanging upside down on a tree branch.
XTsHbShqAYk,A bat is seen flying through the air in the video.
0-CLehXle7o_2,A seal is seen laying on the beach and moving its flippers.
fMn8UCvgCE8,A lion is seen running through the dirt and kicking up dust.
28_3uBIGtiQ,The video shows a woman talking to the camera and elephants walking around in the background.
UmEBmXdt_WY,A raccoon is seen walking on the ground and then laying on a pillow.
YM3rqRkLWdw_2,A bear is seen walking through the woods in the video.
442iu_8xiOs,A lion is seen walking through the woods in the video.
gYlcxfsgi6o_3,A monkey is seen eating fruit from a tree.
MPDeiY3K-Oc,A gorilla is seen playing with a toy in a zoo.
ZRH2LwPbYoY,A bear is seen walking through a field of tall grass.
4zf9IdUIC5Q,The video shows a lion walking through the grass and a giraffe standing in the grass.
x39I9vtPdfc,The video shows a polar bear swimming in the water and walking on the beach.
W4A8z5t7mPs,A lizard is seen on a rock in the video.
uAIMv_8QZUU,A kangaroo is seen eating a piece of food in a zoo.
EYLyDc4mYR0,A horse is seen eating grass in a field.
nmM5POkHL1s,A turtle is seen swimming in a pond with a fish swimming nearby.
WYIZt98dvpI,A crocodile is seen swimming in the water and then it disappears.
_yDZNLczPGc,A goat is seen drinking water from a bowl.
M2BCeNpbGB0,A squirrel is seen climbing up a tree in the video.
VYoti_EgrFo_2,A lion is seen running after a giraffe in the video.
XoUkGaAUWc0,A white rabbit is seen sitting in the grass and looking around.
oDQRTDO-4xo,A cat is seen in a forest and then jumps up and runs away.
Pih1WLnM_tA,A monkey is seen eating a carrot in a cage.
UHk4sX8CBP0,A seal is seen swimming in the water and eating a fish.
yqIyloqp_sA_1,A cow is seen eating grass in a field.
a5x8_z76_-s,A mother pig is seen nursing her baby pig in a pen.
-1CsMwiT-Jo_2,A group of camels are seen grazing in a field.
0OPyUd3HpD4,A cow is seen eating from a feeder while a dog is standing nearby.
yOqhjcUXFnk,A gazelle is seen running in the grass and then being chased by a lion.
6gv4umQ_6o0,A group of elk are seen grazing in a field.
aev6SR6sx6g,A camel is seen running in the desert with a dog following behind.
A-ZWmk8x5gU,A fox is seen walking through a field with a baby fox following behind.
ikzI2u2mBdo,A lion is seen walking through a field of tall grass and then sitting down.
brkLyTzKJBE,A group of pigs are seen walking around a cement wall.
oG2fH3gcyI4,A deer is seen walking through a forest and then running across a driveway.
SY9Zv7eONl4,A turtle is seen swimming in a pond and then it disappears.
qIW9IE_1WwU,A cat is seen walking through tall grass in the video.
KQHIWRmx85c,A manatee is seen swimming in the water with a hose attached to it.
d7krx8mHXyc,A group of puppies are seen sleeping on a pink blanket.
EDEG8memKnU,A whale is seen swimming in the ocean and then disappears from view.
nltyxHor3cE,A squirrel is seen eating from a pipe and then drinking from it.
aWj-QRjUj8Q,A lion is seen walking through the grass and then laying down in the grass.
wdC7WdC0iMI,A horse is seen running through a field of trees.
j56sD4meJlg,A dog is seen laying down in the grass.
8cArydK2urQ,A deer is seen walking in the woods at night.
FBc5NOr2124_3,A small animal is seen running across a dirt road.
KbqSeNbu4uU,A group of whales are swimming in the ocean and one of them is seen swimming alone.
JYHM3h-59JI_5,A herd of elephants are seen walking in a line in the video.
JDlRCalqAwY,A bear is seen standing in the desert and looking at the camera.
xBj_DdFi_gg,A mother gazelle and her baby are seen grazing in a field.
SjoyrFA92AA,A dog is seen laying down on the ground in the video.
n9kJ5Kiwuck,A horse is shown drinking water from a blue tub.
SIK8O_46LjI,A horse is seen grazing in a field while a dog is walking behind it.
oqpw03i0vmU,A cow is seen eating grass in a field.
HNbqvqf3-14,A group of animals are seen walking around in a field.
ApZVE5MpxzQ_1,A baby baboon is seen nursing from its mother in the video.
lX1gJBLgRog_2,A black and white dog is seen sleeping on a red couch.
VcTsWXOZMzQ,A herd of white horses are seen grazing in a field.
Fbl_bOsd_Kw,A seal is seen laying on the sand and moving its head.
3vsMMV4Kor8,A panda is seen walking in front of a building while another panda is walking behind it.
ClHLv0BLvPk,A man is seen walking on a dock with a dog.
rT6Xq1Dyr1c,A baby elephant is seen walking in a grassy area with a fence in the background.
zOra3PaBgf0,A polar bear is seen sitting on a ledge with a baby polar bear.
Zz3E186IYas,A panda is seen climbing up a tree and then laying down on the ground.
9MTgwLa-GfA,A dog is seen standing on a fence and looking at a cat.
lozrr1GPjHY,A small animal is seen walking in the dark.
89RsAHzfTww,A squirrel is seen climbing up a tree and then jumping down to the ground.
0rB4VgyZvdk,A lion is seen lying down in the grass in the video.
CvbujHox8gs_3,A bear is seen walking through tall grass in the woods.
9Tl9r1c2ZQQ,A dog is seen swimming in the ocean and playing with a frisbee.
nEUG4kbv5Rk_2,The video shows a leopard running at a very fast speed.
D2wLTt8TX8o,A gorilla is seen standing in front of a rock and looking at the camera.
n5RhedaYAsI_1,A brown bear is seen walking through the snow and looking around.
u8Zd7iaupQw,A sheep is seen eating from a tree in a fenced area.
5Q3AMYwrN7A,A llama is seen eating grass in a snowy field.
0Tx9BW0Sebg,"The video shows horses being ridden, standing, and walking in various settings."
FOmJsA2nBwE,A monkey is seen hanging from a tree branch in the video.
rktX3aLsSOI,A group of gazelles are seen grazing in a field.
dvXRbDfdR2I,A horse is seen grazing in a field during sunset.
ZHBGEgcLECU,A mother polar bear is seen with her cub in the snow.
On80rp70Bdg,A person is seen holding a small animal in a basket and then placing it on a white cloth.
SkNNDPvsHcc,A man is seen swimming in the water with a fish.
vD2f-6-YCBg,A camel is seen mounting another camel in the video.
hx0btEEyv4Y,A dog runs across a living room and jumps on a couch.
hBNHkh-ikOU,A fish is seen swimming in the water.
RXZSmnsNoVw,A mouse is seen running on a wire cage and then laying down.
Oijy-ef3aDY,A dog is seen running in the desert with a red arrow pointing to it.
LNQHaoKTqYw,A group of monkeys are seen climbing up a rock wall in a zoo.
2_L3ewxVtEI,A group of elephant seals are seen resting on the beach.
Kq5e9_qRTik,A horse is seen walking in a pen and looking at the camera.
g48-eEUIOm0,A tiger is seen walking through the snow and climbing a tree.
T-n4tKHwkIs,A white goat is seen grazing in a field and looking at the camera.
8alByBUb7vI,The video shows a bull charging at a water hole and then running away.
ZbQoT4IRTUQ,A squirrel is seen walking on a bench in a park.
5XQjEMInvK4,A dog is seen running in front of a giraffe in a zoo.
OPFkw9REROg,A deer is seen walking through the woods and looking around.
iOASjjBZZeA,A deer is seen walking in a yard and then running away.
aziZici0cpw,A pig is seen eating grass in a field.
BljnNO0dMI8_1,A cat is seen sitting in a circular cage and looking at the camera.
VOpB-V5o-CI,A whale is seen swimming in the ocean and breaching the water.
ptkLRfJdspo,"Two dogs are playing in a living room, with one of them jumping on the other."
LRdV9xFUoEc,A gorilla is seen eating a banana in the video.
2wiJfYZACPc_2,A lion is seen walking through a field and then a group of lions are seen walking together.
gIxhGA_uqvQ_1,A bear is seen eating a piece of meat on a rock.
J0eNUtMcTmM,A zebra is seen drinking water from a pond while another zebra stands nearby.
m_AsvMz6IEo,A herd of cows are seen running through a field.
Bv4d5XHVgGg,The video shows a tiger walking through the woods and eating a deer.
djkmo8fOZWo,The video shows a herd of wildebeests walking through a field and drinking water.
lEpojbxotd4,The video shows a deer walking through a forest and drinking water from a stream.
alQCXcIjc7g,A sloth is seen hanging from a tree and eating leaves.
6zLc-axEnLE,A hippo is seen swimming in a body of water and then it comes up for air.
muRPquCjh7A,A whale is seen swimming in the ocean and breaching the water.
sbxFrwyRzLo,A group of antelopes are seen running through a field.
f-QhMVpc4T4,A white dog is seen sleeping on a couch with a cat and a stuffed animal.
cqZ14ly9wtw,"Two pigs are shown in a video, one mounting the other."
3WHTZmiDicM,The video shows a cow laying down in a barn and eating hay.
sFL4MWjKOaQ,A mother raccoon and her babies are seen in the wild.
nPL6wOvvulY,A koala is seen eating a piece of fruit in a tree.
I_RxpOnUjBo,A gorilla is seen standing over another gorilla who is laying down in the grass.
oBTU2Z4aoHA,A squirrel is seen eating a nut on the ground.
faychaIEgWk,A cow is seen grazing in a field with trees in the background.
UpKw5z4MfFQ,A cat is seen walking on a ledge and then jumping down.
jMJQt5fxcA4_2,A white dog is seen running in the yard.
ZN3r5cBfNxo,A monkey is seen climbing up a tree in the video.
N_Ic0_DqWt0,A sheep is seen grazing in a field of tall grass.
lkl8ReX_VRA,A baboon is seen sitting on the ground with a baby baboon.
WWVzFt2U6jc,A moose is seen walking around in a fenced area.
ugAmVi2UfXI,A dog is seen laying down on the ground in the video.
bfv8IOUG_kA,A gorilla is seen eating hay in a zoo enclosure.
