video,caption
XOJAOKRV,A bird is perched on a branch and turns its head to the left.
ZCVRUVTI,A duck swims in the water and turns its head to the right.
PPVCXWMK,A dog is seen running through the desert in the video.
FDIBVNPL,A bird is seen sitting on a branch and then flying away.
ZEHJYBME,A herd of horses are seen grazing in a field.
YUEUJKBT,A herd of deer are seen grazing in a field.
OAIWHUDX,An elephant is seen in the video with its trunk extended.
SSOVRFFP,A bird is seen walking on the beach in the video.
BAQMHVKA,A bird is seen standing in a field of tall grass.
WMOSFIFB,A frog is seen on a wire and then jumps off.
OZSZYLHH,The video shows a dog running in the grass.
JLOKEXDO,A skunk is seen walking through a field of grass.
MSKRPXGD,A small animal is seen in the dark with its eyes open.
ZTCTRACP,A spider is seen on a web and it moves its legs.
SDKDLHGA,A dog is seen running across a field with a frisbee in its mouth.
RXLSHKRV,A bird is perched on a pole and looks around.
BPRAZEUL,A snake is seen lying on the ground in the video.
BKEENPAB,A lizard is seen crawling on a rock in the video.
GLKHOVOG,A giraffe is seen eating leaves from a tree in the video.
PSBWUONO,A bird is seen perched on a branch and then takes flight.
ZSFNNZYO,A group of birds are seen drinking water from a pond.
VQWTMFXO,A bird is seen perched on a fence in the video.
RXSZWUPH,A bird is seen standing on a rock in the water.
OAVBLPIF,A whale is seen breaching the water and then swimming away.
WEASMLHH,A bird is seen flying over a field of flowers.
OEQCLKBS,A group of penguins are seen standing in a field.
YWIIUIQR,A monkey is seen walking on the ground in the woods.
BRZASFAU,A small brown animal is seen walking on the ground in the video.
LNOPEADX,A bird is seen perched on a tree branch in the snow.
NZLUPXGD,"Two horses are seen running in a field, with one horse in the lead."
SOUXORLL,A hamster is seen standing on a piece of wood and looking at a spider.
VRSBBIQR,A dog is seen walking on a dirt path in the woods.
TIRRVFFP,A group of monkeys are seen climbing up a rocky cliff.
QWXGSSEK,A duck is seen swimming in the water with its head up.
STPAKDFC,A fly is seen walking on a pink surface.
SYCSOUOY,A bird is seen standing on a rock in the water.
QXIWDDCC,A group of birds are seen standing on a branch in the water.
KYEBNNCR,A duck is seen swimming in a pond and then standing on the water.
DMCRULHH,A frog is seen crawling on a branch in the video.
JLAUPZYO,A group of birds are seen walking in a body of water.
VAOUZXPO,A dog is seen walking on the snow in the video.
PAJSPJVY,A bird is seen perched on a branch in a field of flowers.
KQAUVLSQ,A bird is perched on a branch and is seen looking around.
DPNQDRAC,A bird is seen walking on the ground in the woods.
VEOOFCNX,A dog is seen walking through a field of grass and rocks.
OGLXZBNI,A lizard is seen walking on the ground and then jumps up.
FBVYAPTK,A bird is seen standing on a rock and looking around.
RSKXUIQR,A small animal is seen sniffing the ground in a forest.
DMWDYKEW,A small bird is seen perched on a rock in the video.
SFSRCXGD,A dog is seen running through tall grass in the video.
ZFOFMNQN,A bird is perched on a branch and is seen looking around.
RGYKGEUV,A squirrel is seen climbing up a fence in the video.
IHWHTGIW,A bird is seen standing in a field of tall grass.
CJEOCUPH,A lizard is seen walking on the ground in the video.
JYQSJUBE,A centipede is seen crawling on the ground in the video.
IRHYANQN,A bird is perched on a branch and looks around.
TRYQDKDQ,A white bird is seen flying over a body of water and landing on the grass.
AQPLLFAG,A dog is seen walking on a wooden bridge in the video.
FHQYKPKK,A bird is seen standing on one leg in a body of water.
QZFJXVEI,A group of birds are seen flying in the air.
DXUDLMGJ,A giraffe is seen eating leaves from a tree in the video.
MFHKTVRM,A bird is seen flying in the air in the video.
XAAZFJVR,A bird is seen walking on the water and then flying away.
PXHBYKDQ,A white bird is seen walking through the grass and then standing still.
LSBPNHGW,A bird is seen standing in a field and then flying away.
YBELKMHZ,A snake is seen moving through the grass in the video.
UCTCMCJH,A group of insects are seen on a plant in the video.
NFOPBLHH,A small bird is seen perched on a branch in the video.
CJQRWFXO,A bird is seen standing in the water and shaking its feathers.
MYNLCLSQ,Two birds are seen eating berries from a tree.
UXBAMZYO,"Two birds are seen standing in the water, one of which is looking at the camera."
SBFPVEOD,A deer is seen walking through a forest in the video.
VHJOBYUQ,A dog is seen walking through a field of grass.
EYLMWATH,A small green insect is seen on a leaf in the video.
NUXAPUDI,A bird is seen standing in a field and then begins to chirp.
ZHRUHVKA,A bird is seen standing in a field of tall grass and flowers.
OAKPEMWW,A bird is seen perched on a branch with its beak open.
JSXUZXDO,A herd of wildebeests are seen grazing in the wild.
QPUFSHDU,A bird is seen walking on the ground and picking up a piece of food.
GJSJCFYY,A lizard is seen walking on the ground in the video.
ESWHUIQR,A small animal is seen walking through the grass in the video.
PQYBWCND,A lizard is seen climbing up a rock in the video.
CZMRAJVY,A bird is seen flying over a field of flowers.
FBFREREH,A bird is seen flying in the air and landing on the ground.
LMLODLHH,A small brown animal is seen running on a green surface.
GKXQOAMC,A lion is seen walking through a field of tall grass.
AKPNRXGD,A cow is seen eating grass in a field.
PFVRIUDI,A bird is seen standing in the grass with its beak open.
KZOBBFXO,A bird is seen standing in the water and then jumps into the air.
TQIAIPTK,A bird is seen perched on a branch in a forest.
UMPETPTD,A lizard is seen moving its head and tongue in the video.
DASFFMRN,A duck swims in the water while a duck stands on the shore.
EEDUGJKU,A bird is seen standing on the ground and looking around.
MTFQEKBS,A lizard is seen opening its mouth and then closing it again.
YAWDPXDO,A group of animals are seen walking through a forest.
KHCIQKOU,A bird is seen walking through the grass in the video.
HKDTNEWB,A group of ducks are seen standing in a pond and one of them is seen swimming.
ADRIOBSK,A shark is swimming in the ocean and is seen from the side.
LOAVDFGA,A herd of wildebeests are seen walking in a line in the water.
WWANXUXR,A spider is seen walking on the sand in the video.
NIIHGVEI,A bird is seen standing in a field of white flowers.
KJNBFBME,A horse is seen standing in a field with trees in the background.
VKQEKKGZ,A fish swims through the water with its fins extended.
RNMIEPIF,A group of ducks are swimming in a river.
NSMIGXTD,A group of butterflies are seen flying around a tree.
WBRDAAMC,A lion is seen walking through the grass in the video.
WBTAWTFT,A group of flamingos are seen standing in a pool of water.
PDBERVCV,A frog is seen sitting on a rock in the video.
PCDAWBXG,A bird is seen walking in a field and then turns around to look at the camera.
RYBUAPTK,A bird is seen perched on a branch and then takes flight.
PSXEKEWB,A duck is seen swimming in the water with its head up.
EGGQSWZS,A dog is seen swimming in the water while a man is standing on the shore.
NORQKHCU,A bird is perched on a branch and turns its head to the right.
YVVGVMHZ,A snake is seen slithering through the grass in the video.
DUTJEUJL,A penguin is seen walking on the ice and then turns around and walks back.
DCQYOTFT,A group of flamingos are seen standing in a pool of water.
CAEAVFKM,A group of hyenas are seen walking through the dirt.
NTNTDMYV,A bird is seen perched on a branch in the video.
RPHWAVKA,A bird is seen standing in the grass and then flying away.
IGSBLVMW,A snake is seen resting on the ground in the video.
NXAQTRAC,A squirrel is seen running across a log in the forest.
MWAYNPTK,A bird is seen perched on a branch in the woods.
VGWXAPLS,A white bird is seen standing in the water and eating a fish.
OZAKYZYO,A bird is seen walking on the water and then jumping into the air.
YNAJTCJH,A bird is seen flying in the air in the video.
GHZRQTEK,A group of penguins are seen walking around in a zoo.
CEZKLBGU,A small animal is seen walking on the ground in the video.
QDSQDVEI,A bird is seen flying over a field and then landing on a wire.
ABCGQFYY,A small lizard is seen crawling on the ground in the video.
YPZBSMRN,A bird is seen walking through the grass in the video.
OOYKGREH,A bird is seen flying over a snowy hillside.
JPFKVVEI,A bird is seen flying over a field of tall grass.
KHROYXDO,A lion is seen running through the dirt with its mouth open.
PVAVHSOB,A small lizard is seen crawling on the ground in the video.
ORPFZXDO,A tiger is seen walking through a field of tall grass.
QPAHSSBA,A bird is seen walking on the ground in the video.
PTWJLVMP,A herd of cattle is seen walking through a field of fire.
ZHSNHXDO,A group of cows are seen grazing in a field.
FMPABZYO,A bird is seen walking on the water and then bending down to drink.
VMWMDDAL,A bird is seen standing in the water and eating a fish.
BZFYDVTI,A duck is seen swimming in the water and looking around.
NOJLEAMC,A lion is seen walking through a field of tall grass.
LSANJFGA,A large group of fish swim together in the ocean.
WNYHCGHA,A bird is seen perched on a branch in the video.
AFEUMDAL,A bird is seen standing on the water's edge and then turns to the side.
CGVALGQD,A frog is seen on a rock and then jumps off.
RAGPFPLS,A group of birds are seen walking around a body of water.
IKDIVFGA,A baby gazelle is seen running in the grass with its mother.
WWSKCOXJ,A group of turtles are seen swimming in the water.
NRVGXFXO,A bird is seen standing in the water and then jumps into the water.
TXPWKNPL,A shark is seen swimming in the water with a fish in its mouth.
EICIKNQN,A bird is seen standing on a rock and singing.
OLSDWAMC,A lion is seen walking through tall grass in the wild.
NLIHSHCQ,A beetle is seen crawling on the ground in the video.
MCSJSCEI,A group of birds are seen flying in the air.
YNBNVDFS,A bird is seen perched on a branch in the woods.
DPJUGPTK,A bird is seen perched on a branch in the video.
OUHKTDQX,A bird is seen perched on a branch in the video.
LJWEHCJH,A bird is seen perched on a branch with flowers.
FPZZHAEM,A bird is seen perched on a branch and pecking at a small bird.
MFVMIJBD,A bird is seen perched on a wire in the video.
OXVCMPTK,A bird is seen perched on a branch and then takes flight.
OLBROREH,A dog is seen jumping in the air and landing on the snow.
XQJPVBXG,A group of birds are seen walking and flying in a field.
MUMHBEZZ,A goat is seen standing on a brick wall at night.
PYWUFPLS,A group of white birds are seen standing in a body of water.
MDIJIRFV,"A frog is seen in a video, and it is shown in slow motion."
LKEERFGA,A herd of wildebeests are seen running through a field.
LFQHOFXO,A bird is seen standing in the water and then flying away.
AXHKTMVW,A bird is seen standing on a branch and singing.
EIRGFMZL,A butterfly is seen resting on a leaf in the video.
HVUEBNPL,A squirrel is seen eating nuts from a tree while a bird is perched on a branch.
NIAKIHGA,A bird is seen flying over a field of red dirt.
OBURQXYT,A black bird is seen walking in the snow and then flying away.
UPKLKVEI,A bird is seen flying over a field of tall grass.
LHSLDVEI,A group of birds are seen standing in a body of water.
QNJNRMHZ,A snake is seen in the grass and moves its head forward.
ERTBYMRN,A bird is seen standing in the grass in the video.
NECTJDKB,A bird is seen standing in a field of tall grass.
CNCZBPLS,A white bird is seen standing in the water with its wings outstretched.
KUHNNBLQ,A spider is seen walking on the ground in the video.
LLPFEXGD,A horse is seen running through a field with trees and bushes.
SCVHOPAB,A dog is seen walking on the side of a river in the video.
JGSKKJVY,A bird is seen flying through the air in the video.
MSNTHLHH,A frog is seen sitting on a leaf in the video.
BJKMIVTI,A duck is seen swimming in the water and shaking its head.
